name,line
Kariya,He can't help it. I'm sure he's worked out some crazy plan-- 
Neku,(Come on... There has to be someone! I need this... I have to win! 
Neku,A pact? With who!?
Joshua,Howdy.
Neku,(Who the--)
Joshua,The name's Yoshiya Kiryu. But Mother and Father call me Joshua.
Neku,(Please don't tell me...)
Joshua,"I guess you can call me Joshua, too-- seeing as how you're my dear,"
Neku,Your what!? (This pipsqueak is my new partner!?)
Joshua,"You seem like such a pro at this, I just... helped myself."
Neku,A pro? How could you know that?
Joshua,"I've been watching you, silly. Very impressive by the way."
Neku,"(Huh? Was he a Player last time, too? But wait... No, there was nobody"
Joshua,"Today's the first day and all... Let's just take it easy, hmm? Why"
Neku,F-fine. (Something about him just...grates.)
Joshua,What's wrong? Don't tell me you've forgotten how to scan?
Neku,"Look, I... I know, OK? (Ugh! Smug little...)"
Joshua,Going somewhere? Step one is to collect some info. Give the
Neku,"Uhhh, no? I know what I'm doing, all right?"
Joshua,Hee hee... Then what's the holdup?
Neku,"(Obnoxious little... Scan your damn self, if you're in such a"
Neku,(Nngh! ...What? What did I just see? That place looked like... the
Joshua,Something wrong? Are we not feeling well?
Neku,"(Wait, did I... did I just scan him? )"
Joshua,Is this going to be a problem? I need you to pull it together. Unlike
Neku,...I'll be fine.
Joshua,Will you? Wonderful. Then can we go?
Neku,(Something's weird here... How was I able to scan him? He's a Player.)
Joshua,"Hmm? What's the holdup, Neku?"
Neku,It's nothing.
Joshua,Don't tell me you're still stuck on the mission mail. Please. It's
Neku,......
Joshua,"X marks the spot. 30+74, Neku. We're headed to 104. If you ever find"
Neku,(I'm going to choke this kid.)
Joshua,"Oh! I can't say I'm particularly interested, but... I'll go ahead and"
Neku,...... Neku.
Joshua,"Neku, hmm? Hee hee... Charming."
Neku,(Gaaah!)
Joshua,"Well then, Neku. Shall we?"
Joshua,"Is there a problem, Neku? Forget where we're going already?"
Neku,"I remember! 104, geez."
Joshua,"Hee hee. Then let's go, hmm?"
Reaper,Want to clear this wall? Then take down these Noise!
Neku,Another wall...
Joshua,So we need to clear out a few Noise to get by. All right. What better
Neku,(He has to be doing this on purpose...)
Joshua,"Put simply, I play things high or low."
Neku,High or low?
Joshua,You should be able to pick it up on the fly. Ready for a little
Joshua,All right. That's fine. We'll wait until you're ready to 
Joshua,"Then let's begin, hmm?"
Joshua,Well? Get the basic gist of it? Care to give it another go?
Joshua,Hee hee... If you insist.
Joshua,"We're in this together from now on. You watch my behind, I'll watch"
Neku,......
Reaper,Objective met. Wall clear!
Neku,Timer's gone... We're safe. That's one day down...
Joshua,! Neku... What do you suppose that is?
Neku,What the hell? That junk heap wasn't here before!
Minamimoto,You're zetta slow!
Neku,What!? Who said that?
Joshua,Don't look at me. Look at your junk heap there.
Neku,There's somebody up there?
Minamimoto,"I said, you're zetta slow! How long does it take to crack a Z-"
Neku,Hecto-what?
Neku,Nngh! My...head!
Minamimoto,Sho Minamimoto. Remember the name. I'm the new Game Master.
Neku,Then you're a Reaper.
Minamimoto,! Wait. You... You're a Player this time around?
Neku,"Nngh, who... me?"
Minamimoto,Hmph. Now that's a happy miscalculation. This brings me one
Neku,Solution? ...Nngh! What are you talking about?
Joshua,"Hee hee... Day 1, and the GM's already putting in an appearance? Not"
Minamimoto,Tradition? Tradition is garbage! CRUNCH! I'll add it to the heap!
Joshua,I'd hear you were quite the eccentric...
Minamimoto,"Some Old Horses Can Always Hear Their Owner Approach. Now, time "
Joshua,Pray tell.
Minamimoto,One yoctogram!
Neku,Yoctogram?
Joshua,Nice. That puts us on the atomic level?
Minamimoto,Precisely! You 000s have no value here. So! Now that I have you
Joshua,"Whew... Well, so much for Day 1."
Neku,(That Reaper knew me... How?)
Joshua,"Rather fascinating, wasn't he?"
Neku,Uhh...
Joshua,"At least we won't be too bored this week, hmm?"
Neku,"(This kid, too... There's something seriously not right about him.)"
Joshua,I wonder what the little math fetishist will think up for tomorrow.
Neku,"(Hmph. He's shady... Still, ""trust your partner,"" right? I need him if"
Joshua,"Well, the two of us should be able to cruise right through this week-"
Neku,"(Ugh, I'll never get used to this! But I'll deal with the devil if "
Day,Rulez. Chapter Closed]
Reaper,Nope. No luck. This one's not opening either.
Kariya,"Well, thanks anyway. You're dismissed. He's sealed off Route 1... "
Uzuki,"Hey, Kariya!"
Kariya,Any luck?
Uzuki,"Routes 2, 5, and 6 are all sealed."
Kariya,"Gotta hand it to him, the guy works fast."
Uzuki,He could have told us what areas are open. What the hell is he 
Kariya,"Naw, it's nice to see the boss do the legwork. I say we kick back and"
Uzuki,Well I say this is a work week. It would be nice to actually work! The
Kariya,I sure hope it's your mouth.
Uzuki,Hmm... Maybe I should just hop over to the RG. Use this baby to 
Kariya,"Whoa there, cowgirl. Reapers whackin' folks in the RG is a no-no."
Uzuki,Don't be stupid. I'm joking! ...Mostly. I'm just saying we may be 
Kariya,"You keep talking about work, work, work. It's-- ...... Impossible!"
Uzuki,"Exactly! We can't go on like this. I'm THIS close to a promotion, but"
Kariya,Uzuki! Look out!!!
Neku,Nngh... Where...? (Back at the scramble crossing... Where's that other
Joshua,Are we still on track with the goods? What? You already got them in!?
Neku,"(Oh, he's on the phone. ! Wait a minute... How did he place a call!? "
Joshua,The scramble... Which areas? ...Sealed? In that case... ...and the 
Neku,"(Wait, is he reporting in to the Reapers? Definitely shady... I can't"
Neku,(You're not supposed to be able to scan other Players. But
Joshua,"Right. I know, I know..."
Neku,"(Who is he talking to, and about what? ...... This calls for "
Neku,"(As much as I'd love to ditch his ass, I can't clear the"
Joshua,"Right... Exactly, so..."
Neku,"(I need to trust him, but... Ugh, how? Something's not right"
Neku,Huff...huff... That was... me? Why was I passed out in Udagawa? 
Neku,! The mission!
Joshua,"Hmm? Was that the mission, Neku?"
Neku,"What? Oh... Yeah. (For now, I can only watch and wait.) The mission "
Joshua,"Say, Neku. I have a little proposal."
Neku,...What?
Joshua,Let's play hooky today. Forget about the mission.
Neku,"What!? Are you crazy? If we don't do this, we get erased!"
Joshua,But there's someplace I reeeally want to go. Let the other Players 
Neku,"Yes, we do! I can't afford to screw around on this! I'm not letting"
Joshua,"Oh, don't get so wound up, Neku. It's only Day 2! Enjoy it while it's"
Neku,"I'm not just playing this for me anymore! Her life is on the line, too."
Neku,...Where are we?
Shiki,It's too bright... I can't see a thing.
Beat,Yo...
Shiki,Beat! You're safe!
Beat,"Yeah. You too, huh?"
Neku,......
Shiki,Why'd you run off on your own like that? You had us all so worried!
Beat,"I...I jus' had to... Look, yo... my bad. I jus' had to take off."
Neku,......
Shiki,So... Are we...alive again?
Megumi,"I'm afraid not. Not yet, anyway."
Beat,Who's there!?
Megumi,"Hello, and congratulations. You all are victors. How did you find our"
Beat,You're...
Megumi,"Megumi Kitaniji. Conductor of the Game, and loyal servant to the"
Neku,(Conductor of... Then he's the head Reaper?)
Megumi,"Now then, regarding your fates... As per the Composer's mandate, the"
Shiki,Huh!?
Neku,What did you say?
Shiki,But that's... that's cruel! I thought everyone got to come back!
Megumi,Any and all specifics are decided by the Composer. That is His
Shiki,Why do you think we came this far!? To live again! Every last one of 
Beat,Hold up! Not exactly...
Shiki,Not exactly what?
Beat,Not everybody... I... ...... I ain't goin' back.
Shiki,What!?
Beat,"I... I wanna be a Reaper! So how 'bout it, yo? Make me part a' your "
Shiki,Wha... Beat!?
Megumi,...... Very well. Your wish is within my authority to grant. The
Beat,......
Neku,Beat! Why!?
Beat,......
Shiki,"Hey, wait! BEAT!"
Shiki,Why would Beat want to join the Reapers?
Neku,......
Megumi,"The hour of reckoning draws near. Your points have been tallied, and"
Shiki,!? M-me!? But... I can't... I'm not going back alone-- I can't! It's
Megumi,We grade Players according to their performance during the missions.
Shiki,But that can't be right! Neku is way better with psychs than me! And 
Neku,...... If only one of us gets a second chance... what happens to the 
Megumi,"If you still cling to life, you may reenter the Game. If you lean"
Neku,...... Shiki... You go on ahead.
Shiki,No way!
Neku,Just go! Trust me.
Shiki,"I'm not leaving without you, Neku! I'll enter the Game again. Let "
Megumi,Out of the question. As I mentioned a moment ago. This was decided by
Shiki,No way...
Neku,Shiki... Don't worry about me.
Shiki,But Neku--
Neku,Didn't you swear you'd go back and see Eri again?
Shiki,......
Neku,I still don't even know how I died. I don't know if I have anything to 
Shiki,Neku...
Neku,"You're not gonna start slipping back now, are you?"
Shiki,Huh?
Neku,Back to the old Shiki.
Shiki,"N-no... ...... I'm so sorry, Neku. Thank you. I'll go back-- back to "
Neku,There you go.
Shiki,"I'll be waiting for you-- every day, in front of Hachiko...till you "
Neku,I'll see you there soon. That's a promise.
Megumi,"Finished your goodbyes, then?"
Shiki,!? Neku!
Shiki,"Once you see the real me, will we still be friends?"
Neku,Count on it. You'll always be Shiki.
Neku,Shiki...
Megumi,And now it's your turn. You seem to have your mind made up.
Neku,Damn straight. I'll play your Game again.
Megumi,Excellent. No doubt you'll make it an exciting one. Then before the
Neku,Nnnnnngh!!! Huff...huff... What... What the hell did you just do to 
Megumi,I simply returned to you what is yours. Fair is fair.
Neku,"Nngh, I get it now... This explains a lot. My memory... was gone..."
Megumi,Indeed. Memories are the single greatest determinant of a person's
Neku,!? Hey... Wait just a... Where's the rest!?
Megumi,Beg pardon?
Neku,It's missing! How did I die!? I still can't remember anything about my
Megumi,Oh really? Most fascinating...
Neku,Cut the crap! You're the one who...
Megumi,HOWEVER. That has nothing to do with the Game.
Neku,What!?
Megumi,I returned your memory in its entirety. If you still can't recall
Neku,I never...?
Megumi,What could I possibly stand to gain from depriving you of that 
Neku,(...He's right. So why is that the only hole in my memory?)
Megumi,Now then. As for your new entry fee--
Neku,You're taking my memory again!?
Megumi,A Player's entry fee is that which they hold most dear. That is the
Neku,What!?
Megumi,"This time, you're playing for... Shiki Misaki."
Neku,WHAT!? That's not... NOOOOO!
Neku,I...
Joshua,......
Neku,I got her dragged back into this. But I'll be damned if I let it end 
Joshua,...... Hmph.
Neku,"! ""Hmph,"" what!? Weren't you listening?"
Joshua,Uh-huh. And here's me playing the world's tiniest violin.
Neku,You little... I just--
Joshua,Did you think you were special? Every Player here put up something 
Neku,Sacrifices? Are you... (No. Gotta calm down. Losing it here will only
Joshua,"...... Oh, I suppose. You'll just owe me one."
Neku,(Owe you one what!? You're a Player! Clearing the mission HELPS you!
Joshua,"You have yourself a deal, Neku. So? What's the mission?"
Neku,"""Game II: Acquire the v3 Au pin. ""t = 300 min. Incompletes will be"
Neku,Nngh... Clock's ticking. So what's up with this mission? It's 
Joshua,"We know it has something to do with a pin. Any thoughts beyond that,"
Neku,"Au...The periodic symbol for gold? A pin made of gold, maybe?"
Joshua,Hmm... Not a bad hypothesis. Let's go with that for now. What about 
Neku,"v3... Well, the square root of 3 is 1.7320508. Some kind of entry code?"
Joshua,"Ooh, a tantalizing possibility, Neku! I'm so proud."
Neku,(...Bite me.)
Joshua,But I think it's referring to a street here in Shibuya.
Neku,A street?
Joshua,The Reapers use numbers to refer to each of Shibuya's streets. Route 
Neku,(How does HE know that? And why go asking me-- to make me look stupid?)
Joshua,So let's check out Route 3.
Neku,Which is?
Joshua,The road leading from Cadoi City to Molco. Shall we?
Neku,(He knows too much. About the Reapers' Game and about my death... He's
Neku,(...... He knows something.)
Joshua,...Hmm? Keep staring and you'll make me blush. Route 3 runs
Neku,I heard you. Let's go.
Joshua,"Yes, sir!"
Yammer,I'm out of time. Even if I practice from now till the
man,What did Makoto want? He said it was important. 
Reaper,...... Want past this wall? Erase all the Noise possessing people in
Neku,Eliminate the Noise possessing people here...
Joshua,"Well, they usually target folks who are negative. ......"
Neku,Wh-what!?
Joshua,"Oh, nothing. ...I just hate negative people, don't you?"
Neku,"(Yeah, and you're just a bundle of joy. Look, let's just kill"
Yammer,I thought I had Shooter this time... But he keeps getting
man,Dammit. He must have caught me filching his fried
man,Gaaah! I can't let little things like this slow me
Yammer,"Right... I can do this. If I'm gonna play, I'm going for gold! "
Neku,Some kind of contest at Molco for Tin Pin Slammer? The grand prize is
Joshua,"""Going for gold""?"
Neku,Of course! This is it!
Joshua,Certainly seems that way. It's a safe guess that our mission is to 
Neku,"All right, then we'd better get over to Molco."
Joshua,"Well, no more negative people around here... Nope, not a "
Neku,"OK, OK. Let's go."
Joshua,Hee hee.
Reaper,...... Objective met. Wall clear!
Uzuki,Huff...huff...
Kariya,Still alive over there?
Uzuki,Barely... What the heck was that thing?
Kariya,A Noise that targets Reapers.
Uzuki,"Well, duh! But that's... It's impossible!"
Kariya,"Somebody must have cooked some up. A fresh, steamy batch of Taboo"
Uzuki,What!? But that's a capital offense!
Kariya,Do I smell another game? First one to find out who's behind this--
Uzuki,Kariya! This is no time for your stupid games! I'm calling 
Joshua,"Why the hurry, Neku? Molco's just a few blocks away. We've"
Neku,You never know what'll happen. Let's get this done.
Joshua,"OK, OK..."
Neku,"C'mon, already! Get a move on!"
Joshua,"Sigh... I don't do the whole sweating thing, Neku."
Joshua,!?
Neku,Wha-- Are those Noise!?
Joshua,Black Noise? They look different than the usual riffraff.
Neku,So what's the plan?
Joshua,I doubt we'd make it if we tried to run.
Neku,Then we take 'em out!
Neku,What the hell were those? I've never seen black Noise.
Joshua,Likewise.
Neku,"Bastards were tough, huh?"
Joshua,Not only that... I couldn't really hurt them unless I had the light
Neku,Huh? ...Really? (Wow... Maybe this kid does have his uses--)
Joshua,"Hmm? Don't tell me you didn't notice, Neku. That doesn't inspire much"
